sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
streptomyces ramocissimus			26.0				1	26.0	0.0
streptomyces ramulosus			27.0				1	27.0	0.0
streptomyces rangoonensis			26.0				1	26.0	0.0
streptomyces rapamycinicus			27.0				1	27.0	0.0
streptomyces recifensis			27.0				1	27.0	0.0
streptomyces rectiverticillatus			26.0				1	26.0	0.0
streptomyces rectiviolaceus			27.0				1	27.0	0.0
streptomyces regalis			26.0				1	26.0	0.0
streptomyces regensis			27.0				1	27.0	0.0
streptomyces reticuli			27.0				1	27.0	0.0
streptomyces reticuliscabiei			29.0				1	29.0	0.0
streptomyces ribosidificus			26.0				1	26.0	0.0
streptomyces rimofaciens			26.0				1	26.0	0.0
streptomyces rishiriensis			27.0				1	27.0	0.0
streptomyces rochei				26.0			1	26.0	0.0
streptomyces roietensis	32.0	15.0					1	32.0	0.0
streptomyces rosa			26.0				1	26.0	0.0
streptomyces roseiscleroticus			27.0				1	27.0	0.0
streptomyces roseochromogenus			26.0				1	26.0	0.0
streptomyces roseocinereus			26.0				1	26.0	0.0
streptomyces roseogriseus			26.0				1	26.0	0.0
streptomyces roseolilacinus			27.0				1	27.0	0.0
streptomyces roseolus			26.5				1	26.5	0.0
streptomyces roseoluteus			26.0				1	26.0	0.0
streptomyces roseoverticillatus			26.0				1	26.0	0.0
streptomyces roseoviolaceus			26.5				1	26.5	0.0
streptomyces roseoviridis			27.0				1	27.0	0.0
streptomyces roseus			26.0				1	26.0	0.0
streptomyces rubellomurinus			26.0				1	26.0	0.0
streptomyces ruber			27.0				1	27.0	0.0
streptomyces rubiginosohelvolus			27.0				1	27.0	0.0
streptomyces rubiginosus			27.0				1	27.0	0.0
streptomyces rubrisoli	27.5	21.0					1	27.5	0.0
streptomyces rubrogriseus			27.0				1	27.0	0.0
streptomyces rutgersensis			26.5				1	26.5	0.0
streptomyces ryensis			26.0				1	26.0	0.0
streptomyces sahachiroi			26.0				1	26.0	0.0
streptomyces sannanensis	30.5	17.0	27.0				2	28.75	3.5
streptomyces saraceticus			26.0				1	26.0	0.0
streptomyces scabiei			26.0				1	26.0	0.0
streptomyces scabrisporus			29.0				1	29.0	0.0
streptomyces sclerogranulatus			26.0				1	26.0	0.0
streptomyces sclerotialus			27.0				1	27.0	0.0
streptomyces scopuliridis				26.0			1	26.0	0.0
streptomyces senoensis			26.0				1	26.0	0.0
streptomyces seoulensis			29.0				1	29.0	0.0
streptomyces setonensis			26.0				1	26.0	0.0
streptomyces shiodaensis			26.0				1	26.0	0.0
streptomyces showdoensis			27.0				1	27.0	0.0
streptomyces sioyaensis			27.0				1	27.0	0.0
streptomyces sodiiphilus			29.0				1	29.0	0.0
streptomyces somaliensis			29.0	26.0			2	27.5	3.0
streptomyces sp000424765				23.5			1	23.5	0.0
streptomyces sp002847285				27.0			1	27.0	0.0
streptomyces spadicis			26.0				1	26.0	0.0
streptomyces sparsogenes			27.0				1	27.0	0.0
streptomyces spectabilis			27.0				1	27.0	0.0
streptomyces speibonae			29.0				1	29.0	0.0
streptomyces spinichromogenes			26.0				1	26.0	0.0
streptomyces spinicoumarensis			26.0				1	26.0	0.0
streptomyces spinoverrucosus			27.0				1	27.0	0.0
streptomyces spiralis			27.0				1	27.0	0.0
streptomyces spiroverticillatus			27.0				1	27.0	0.0
streptomyces spongiae	27.5	15.0					1	27.5	0.0
streptomyces sporocinereus			27.0				1	27.0	0.0
streptomyces sporoclivatus			27.0				1	27.0	0.0
streptomyces spororaveus			27.0				1	27.0	0.0
streptomyces sporoverrucosus			27.0				1	27.0	0.0
streptomyces steffisburgensis			26.0				1	26.0	0.0
streptomyces stelliscabiei			29.0				1	29.0	0.0
streptomyces stramineus			29.0				1	29.0	0.0
streptomyces subrutilus			27.0				1	27.0	0.0
streptomyces sulfonofaciens			27.0				1	27.0	0.0
streptomyces sulphureus			27.0				1	27.0	0.0
streptomyces sviceus			26.0	32.5			2	29.25	6.5
streptomyces synnematoformans			29.0				1	29.0	0.0
streptomyces tacrolimicus			26.0				1	26.0	0.0
streptomyces takataensis			26.0				1	26.0	0.0
streptomyces tanashiensis			27.0				1	27.0	0.0
streptomyces tateyamensis	27.5	15.0	29.0				2	28.25	1.5
streptomyces tauricus			27.0				1	27.0	0.0
streptomyces tenjimariensis			26.0				1	26.0	0.0
streptomyces termitum			27.0				1	27.0	0.0
streptomyces tetanusemus			26.0				1	26.0	0.0
streptomyces thermoalcalitolerans			45.0				1	45.0	0.0
streptomyces thermoautotrophicus	65.0	10.0	55.0				2	60.0	10.0
streptomyces thermocarboxydovorans			45.0				1	45.0	0.0
streptomyces thermocarboxydus			45.0				1	45.0	0.0
streptomyces thermodiastaticus			38.0	36.5			2	37.25	1.5
streptomyces thermoflavus			45.0				1	45.0	0.0
streptomyces thermogriseus			52.0				1	52.0	0.0
streptomyces thermolineatus			42.0				1	42.0	0.0
streptomyces thermophilus			46.5				1	46.5	0.0
streptomyces thermospinosisporus			45.0				1	45.0	0.0
streptomyces thermotolerans			26.0				1	26.0	0.0
streptomyces thermoviolaceus			46.0				1	46.0	0.0
streptomyces thermovulgaris			41.0	40.3333333333333			2	40.66666666666665	0.6666666666666998
streptomyces torulosus			27.0				1	27.0	0.0
streptomyces tosaensis			26.0				1	26.0	0.0
streptomyces toxytricini			27.0				1	27.0	0.0
streptomyces toyocaensis			26.0				1	26.0	0.0
streptomyces triangulatus			26.0				1	26.0	0.0
streptomyces triostinicus			26.0				1	26.0	0.0
streptomyces tropicalensis			26.0				1	26.0	0.0
streptomyces tsusimaensis			26.0				1	26.0	0.0
streptomyces tuirus			27.0				1	27.0	0.0
streptomyces tumuli			26.0				1	26.0	0.0
streptomyces tunisialbus	29.0	20.0					1	29.0	0.0
streptomyces turgidiscabies				29.0			1	29.0	0.0
streptomyces umbrinus			27.0				1	27.0	0.0
streptomyces umbrosus			26.0				1	26.0	0.0
streptomyces variabilis			27.0				1	27.0	0.0
streptomyces variegatus			27.0				1	27.0	0.0
streptomyces varius			26.0				1	26.0	0.0
streptomyces varsoviensis			26.5				1	26.5	0.0
streptomyces vastus			27.0				1	27.0	0.0
streptomyces vellosus			26.0				1	26.0	0.0
streptomyces vendargensis			26.0				1	26.0	0.0
streptomyces venezuelae			27.0	26.0			2	26.5	1.0
streptomyces verne			26.0				1	26.0	0.0
streptomyces verrucosisporus	33.5	20.0		33.5			2	33.5	0.0
streptomyces versipellis			26.0				1	26.0	0.0
streptomyces verticillus			26.0				1	26.0	0.0
streptomyces vinaceus			27.0				1	27.0	0.0
streptomyces vinaceusdrappus			27.0				1	27.0	0.0
streptomyces violaceochromogenes			26.5				1	26.5	0.0
streptomyces violaceolatus			26.5				1	26.5	0.0
streptomyces violaceorectus			26.5				1	26.5	0.0
streptomyces violaceoruber			26.0				1	26.0	0.0
streptomyces violaceorubidus			27.0				1	27.0	0.0
streptomyces violaceus			26.5				1	26.5	0.0
streptomyces violaceusniger			27.0	32.5			2	29.75	5.5
streptomyces violarus			26.5				1	26.5	0.0
streptomyces violascens			26.5				1	26.5	0.0
streptomyces violens			27.0				1	27.0	0.0
streptomyces virginiae			27.0				1	27.0	0.0
streptomyces viridifaciens			26.0				1	26.0	0.0
streptomyces viridis			27.0				1	27.0	0.0
streptomyces viridiviolaceus			26.5				1	26.5	0.0
streptomyces viridobrunneus			27.0				1	27.0	0.0
streptomyces viridochromogenes			26.5				1	26.5	0.0
streptomyces viridochromogenes_b				26.0			1	26.0	0.0
streptomyces viridodiastaticus			26.5				1	26.5	0.0
streptomyces viridogenes			26.0				1	26.0	0.0
streptomyces vitaminophilus	29.5	15.0	27.0				2	28.25	2.5
streptomyces vulgaris			26.0				1	26.0	0.0
streptomyces wadayamensis			26.0				1	26.0	0.0
streptomyces wedmorensis			27.0	26.0			2	26.5	1.0
streptomyces werraensis			27.0				1	27.0	0.0
streptomyces xanthochromogenes			27.0				1	27.0	0.0
streptomyces xanthocidicus			27.0				1	27.0	0.0
streptomyces xantholiticus			27.0				1	27.0	0.0
streptomyces xanthophaeus			27.0				1	27.0	0.0
streptomyces xiamenensis				32.5			1	32.5	0.0
streptomyces xinghaiensis				28.25			1	28.25	0.0
streptomyces xishensis	32.5	28.0					1	32.5	0.0
streptomyces xylanilyticus	33.5	20.0					1	33.5	0.0
streptomyces yerevanensis			27.0				1	27.0	0.0
streptomyces yokosukanensis			27.0				1	27.0	0.0
streptomyces yunnanensis			29.0				1	29.0	0.0
streptomyces zaomyceticus			27.0				1	27.0	0.0
streptomyces zhihengii	27.5	10.0		27.5			2	27.5	0.0
streptosporangium becharense	31.0	20.0		31.0			2	31.0	0.0
streptosporangium brasiliense			27.0				1	27.0	0.0
streptosporangium jomthongense	29.0	12.0					1	29.0	0.0
streptosporangium koreanum			27.0				1	27.0	0.0
streptosporangium longisporum			27.0				1	27.0	0.0
streptosporangium nondiastaticum			29.0				1	29.0	0.0
streptosporangium oxazolinicum	26.5	13.0					1	26.5	0.0
streptosporangium saharense	31.0	20.0					1	31.0	0.0
streptosporangium sandarakinum	29.0	20.0	27.0	29.0			3	28.333333333333332	2.0
streptosporangium sibiricum			26.0				1	26.0	0.0
streptosporangium violaceochromogenes	33.5	25.0	27.0	33.5			3	31.333333333333332	6.5
streptoverticillium reticulum			26.0				1	26.0	0.0
streptoverticillium verticillium			27.0				1	27.0	0.0
stutzerimonas stutzeri					35.0	Lyubetsky et al., 2020	1	35.0	0.0
stygiolobus azoricus	80.0	57.0	80.2		80.0	ThermoBase	3	80.06666666666666	0.20000000000000284
subsaxibacter broadyi	8.0	-2.0					1	8.0	0.0
subsaxibacter sediminis	15.0	5.0					1	15.0	0.0
subsaximicrobium saxinquilinus	10.5	-2.0	22.0				2	16.25	11.5
subsaximicrobium wynnwilliamsii	10.5	-2.0	22.0	10.5			3	14.333333333333334	11.5
subtercola boreus	16.0	2.0	24.0	16.0	22.0	BacDive	4	19.5	8.0
subtercola frigoramans	16.0	-2.0	24.0	16.0	22.0	BacDive	4	19.5	8.0
subtercola lobariae	20.0	4.0		20.0			2	20.0	0.0
subtercola vilae	12.5	5.0		12.5			2	12.5	0.0
succinatimonas hippei	37.5	30.0					1	37.5	0.0
succinispira mobilis			36.0	36.0	37.0	BacDive	3	36.333333333333336	1.0
succinivibrio dextrinosolvens			38.0				1	38.0	0.0
sulfitobacter brevis	14.5	3.0	20.0	17.25			3	17.25	5.5
sulfitobacter delicatus				25.5			1	25.5	0.0
sulfitobacter dubius				25.5			1	25.5	0.0
sulfitobacter faviae	27.5	10.0					1	27.5	0.0
sulfitobacter guttiformis	16.0	4.0	20.0	18.0			3	18.0	4.0
sulfitobacter indolifex	27.5	15.0		27.5			2	27.5	0.0
sulfitobacter litoralis	20.0	4.0	20.0	20.0			3	20.0	0.0
sulfitobacter marinus	22.5	4.0		22.5			2	22.5	0.0
sulfitobacter mediterraneus	22.5	4.0	27.0	24.75			3	24.75	4.5
sulfitobacter sp.			27.0				1	27.0	0.0
sulfoacidibacillus thermotolerans					43.0	aciDB	1	43.0	0.0
sulfobacillus acidophilus			45.0		47.75	ThermoBase;aciDB	2	46.375	2.75
sulfobacillus benefaciens	38.5	30.0	38.5		38.0	aciDB	3	38.333333333333336	0.5
sulfobacillus sibiricus			52.5				1	52.5	0.0
sulfobacillus thermosulfidooxidans	52.5	20.0	49.3		45.0	ThermoBase;aciDB	3	48.93333333333334	7.5
sulfobacillus thermotolerans	40.0	20.0	40.05				2	40.025	0.04999999999999716
sulfodiicoccus acidiphilus	67.5	50.0		67.5	67.5	ThermoBase	3	67.5	0.0
sulfolobales sp.					70.0	aciDB	1	70.0	0.0
sulfolobus acidocaldarius	72.5	55.0	70.0		72.5	Lyubetsky et al., 2020;ThermoBase;aciDB	3	71.66666666666667	2.5
sulfolobus islandicus					76.5	ThermoBase;aciDB	1	76.5	0.0
sulfolobus metallicus	65.0	50.0	67.5				2	66.25	2.5
sulfolobus shibatae			73.0				1	73.0	0.0
sulfolobus solfataricus			80.5				1	80.5	0.0
sulfolobus sp.			87.1		83.0	ThermoBase;aciDB	2	85.05	4.099999999999994
sulfolobus tengchongensis	85.0	65.0	85.2		85.0	ThermoBase	3	85.06666666666666	0.20000000000000284
sulfolobus tokodaii			77.5				1	77.5	0.0
sulfolobus yangmingensis	80.0	65.0	79.8		80.0	ThermoBase	3	79.93333333333334	0.20000000000000284
sulfopaludibacter sp.					14.0	aciDB	1	14.0	0.0
sulfophobococcus zilligii	87.0	70.0	90.15				2	88.575	3.1500000000000057
sulfotelmatobacter kueseliae					14.0	aciDB	1	14.0	0.0
sulfotelmatobacter sp.					14.0	aciDB	1	14.0	0.0
sulfotelmatomonas gaucii					14.0	aciDB	1	14.0	0.0
sulfuracidifex metallicus					65.0	ThermoBase;aciDB	1	65.0	0.0
sulfuracidifex tepidarius					65.0	ThermoBase;aciDB	1	65.0	0.0
sulfuricella denitrificans			22.0	22.0	22.0	BacDive	3	22.0	0.0
sulfuricurvum kujiense					25.0	BacDive	1	25.0	0.0
sulfuricurvum sp.					15.27	aciDB	1	15.27	0.0
sulfuriferula multivorans	23.5	8.0	35.0	23.5			3	27.333333333333332	11.5
sulfuriferula thiophila	32.0	5.0					1	32.0	0.0
sulfuriflexus mobilis	31.0	5.0		31.0			2	31.0	0.0
sulfurifustis variabilis	43.5	28.0		43.5	43.5	ThermoBase	3	43.5	0.0
sulfurihydrogenibium azorense	68.0	50.0	68.0	68.0	68.0	BacDive;ThermoBase	4	68.0	0.0
sulfurihydrogenibium kristjanssonii	68.0	40.0	67.9		68.0	BacDive;ThermoBase	3	67.96666666666667	0.09999999999999432
sulfurihydrogenibium rodmanii	75.0	55.0	71.45		75.0	BacDive;ThermoBase	3	73.81666666666666	3.549999999999997
sulfurihydrogenibium subterraneum	62.5	40.0	61.75	62.833333333333336	62.5	ThermoBase	4	62.395833333333336	1.0833333333333357
sulfurihydrogenibium yellowstonense	70.0	55.0	70.1		70.0	ThermoBase	3	70.03333333333333	0.09999999999999432
sulfurimonas autotrophica			24.0	24.25			2	24.125	0.25
sulfurimonas denitrificans			25.0	22.3335			2	23.66675	2.666499999999999
sulfurimonas gotlandica	15.0	4.0	15.0	17.75			3	15.916666666666666	2.75
sulfurimonas paralvinellae			30.1		30.0	BacDive	2	30.05	0.10000000000000142
sulfurirhabdus autotrophica			15.0				1	15.0	0.0
sulfurisphaera javensis	82.5	60.0			82.5	ThermoBase	2	82.5	0.0
sulfurisphaera ohwakuensis	84.0	63.0	80.1		84.0	ThermoBase	3	82.7	3.9000000000000057
sulfurisphaera tokodaii	80.0	70.0			80.0	ThermoBase;aciDB	2	80.0	0.0
sulfurivermis fontis	45.0	25.0		45.0	45.0	ThermoBase	3	45.0	0.0
sulfurivirga caldicuralii	52.5	30.0	52.55	53.333333333333336	52.5	ThermoBase	4	52.72083333333333	0.8333333333333357
sulfurospirillum arsenophilum					20.0	BacDive	1	20.0	0.0
sulfurospirillum barnesii					33.0	BacDive;Lyubetsky et al., 2020	1	33.0	0.0
sulfurospirillum cavolei					30.0	BacDive	1	30.0	0.0
sulfurospirillum deleyianum			29.0		28.0	Lyubetsky et al., 2020	2	28.5	1.0
sulfurovum aggregans	33.0	15.0	32.0				2	32.5	1.0
sulfurovum lithotrophicum	29.0	10.0			29.0	BacDive	2	29.0	0.0
sulfurovum riftiae	35.0	25.0	35.0				2	35.0	0.0
sulfurovum sp.					15.27	aciDB	1	15.27	0.0
superficieibacter electus	35.0	25.0		35.0			2	35.0	0.0
suttonella indologenes			33.0				1	33.0	0.0
suttonella ornithocola				33.5	33.5	BacDive	2	33.5	0.0
symbiobacterium ostreiconchae	55.0	50.0	60.0		55.0	ThermoBase	3	56.666666666666664	5.0
symbiobacterium terraclitae	55.0	40.0	55.0	55.0	55.0	ThermoBase	4	55.0	0.0
symbiobacterium thermophilum	60.0	45.0	60.0	60.0	60.0	Lyubetsky et al., 2020	4	60.0	0.0
symbiobacterium toebii			60.3				1	60.3	0.0
symbiobacterium turbinis	60.0	55.0	55.0				2	57.5	5.0
symploca muscorum			20.0				1	20.0	0.0
synechococcus bigranulatus					56.0	ThermoBase	1	56.0	0.0
synechococcus elongatus			35.0				1	35.0	0.0
synechococcus leopoliensis			21.0				1	21.0	0.0
synechococcus lividus			65.0				1	65.0	0.0
synechococcus sp.			22.0				1	22.0	0.0
synechocystis aquatilis			22.0				1	22.0	0.0
synechocystis bourrellyi			35.0				1	35.0	0.0
synechocystis limnetica			8.0				1	8.0	0.0
synechocystis pevalekii			22.0				1	22.0	0.0
synechocystis salina			22.0				1	22.0	0.0
synechocystis sp.			31.0				1	31.0	0.0
synergistes jonesii				39.0			1	39.0	0.0
syntrophobacter fumaroxidans					37.0	Lyubetsky et al., 2020	1	37.0	0.0
syntrophobacter wolinii			33.0				1	33.0	0.0
syntrophobotulus glycolicus				36.333			1	36.333	0.0
syntrophococcus sucromutans	38.5	30.0					1	38.5	0.0
syntrophomonas erecta	38.5	25.0					1	38.5	0.0
syntrophomonas sapovorans			35.0				1	35.0	0.0
syntrophomonas wolfei			36.0		36.0	Lyubetsky et al., 2020	2	36.0	0.0
syntrophorhabdus aromaticivorans	36.0	25.0					1	36.0	0.0
syntrophotalea acetylenica					31.0	Lyubetsky et al., 2020	1	31.0	0.0
syntrophotalea carbinolica					35.0	Lyubetsky et al., 2020	1	35.0	0.0
syntrophothermus lipocalidus	55.0	45.0	55.2	55.0	55.0	Lyubetsky et al., 2020;ThermoBase	4	55.05	0.20000000000000284
syntrophus aciditrophicus	35.0	25.0		34.5835	35.0	Lyubetsky et al., 2020	3	34.86116666666667	0.4164999999999992
syntrophus buswellii			35.0				1	35.0	0.0
tabrizicola fusiformis	33.5	15.0					1	33.5	0.0
tagaea marina	32.5	20.0					1	32.5	0.0
taibaiella chishuiensis	20.0	10.0					1	20.0	0.0
taibaiella koreensis	27.5	10.0					1	27.5	0.0
taibaiella smilacinae	26.5	7.0					1	26.5	0.0
taibaiella yonginensis	29.0	18.0					1	29.0	0.0
tamlana crocina	27.5	20.0					1	27.5	0.0
tamlana nanhaiensis	27.5	15.0					1	27.5	0.0
tamlana sedimentorum	29.0	5.0					1	29.0	0.0
tangfeifania diversioriginum	34.0	25.0		34.0			2	34.0	0.0
tannerella forsythia					37.0	Lyubetsky et al., 2020	1	37.0	0.0
tateyamaria pelophila			20.0				1	20.0	0.0
tatlockia massiliensis				26.5			1	26.5	0.0
tatumella citrea			27.0		25.0	Lyubetsky et al., 2020	2	26.0	2.0
tatumella punctata			26.5				1	26.5	0.0
tatumella terrea			26.5				1	26.5	0.0
taylorella equigenitalis					36.0	Lyubetsky et al., 2020	1	36.0	0.0
telluria chitinolytica	32.5	20.0					1	32.5	0.0
telluria mixta	32.5	20.0					1	32.5	0.0
tellurimicrobium multivorans	35.5	14.0					1	35.5	0.0
tellurirhabdus rosea	35.0	10.0					1	35.0	0.0
telmatobacter bradus	24.0	4.0	22.0				2	23.0	2.0
telmatocola sphagniphila	23.0	6.0		23.0			2	23.0	0.0
telmatospirillum siberiense	26.5	4.0		26.5			2	26.5	0.0
tenacibaculum adriaticum	22.0	5.0		22.0	22.0	BacDive	3	22.0	0.0
tenacibaculum aestuarii	33.5	9.0					1	33.5	0.0
tenacibaculum aiptasiae	32.5	8.0					1	32.5	0.0
tenacibaculum ascidiaceicola	33.5	10.0					1	33.5	0.0
tenacibaculum caenipelagi	27.5	10.0		27.5			2	27.5	0.0
tenacibaculum dicentrarchi	23.5	4.0					1	23.5	0.0
tenacibaculum discolor	27.5	14.0		27.5	27.5	BacDive	3	27.5	0.0
tenacibaculum gallaicum	27.5	14.0		27.5	27.5	BacDive	3	27.5	0.0
tenacibaculum haliotis	20.0	10.0					1	20.0	0.0
tenacibaculum halocynthiae	26.5	4.0					1	26.5	0.0
tenacibaculum holothuriorum	28.5	15.0		28.5			2	28.5	0.0
tenacibaculum insulae	19.0	4.0					1	19.0	0.0
tenacibaculum jejuense	27.5	15.0		27.5			2	27.5	0.0
tenacibaculum litopenaei	32.5	10.0					1	32.5	0.0
tenacibaculum litoreum	37.5	5.0					1	37.5	0.0
tenacibaculum lutimaris	33.5	10.0		33.5	33.5	BacDive	3	33.5	0.0
tenacibaculum maritimum			26.0				1	26.0	0.0
tenacibaculum mesophilum	31.5	15.0		31.5			2	31.5	0.0
tenacibaculum ovolyticum			15.0	15.0			2	15.0	0.0
tenacibaculum skagerrakense	31.0	10.0		31.0	31.0	BacDive	3	31.0	0.0
tenacibaculum soleae	23.5	14.0		23.5			2	23.5	0.0
tenacibaculum xiamenense	29.0	16.0					1	29.0	0.0
tenggerimyces flavus	26.5	10.0		26.5			2	26.5	0.0
tenggerimyces mesophilus	29.0	10.0					1	29.0	0.0
tenuibacillus multivorans	38.5	21.0		38.5			2	38.5	0.0
tepidamorphus gemmatus	47.5	25.0	50.0	48.75	47.5	ThermoBase	4	48.4375	2.5
tepidanaerobacter acetatoxydans				38.75			1	38.75	0.0
tepidanaerobacter syntrophicus	47.5	25.0	45.0		47.5	ThermoBase	3	46.666666666666664	2.5
tepidibacillus decaturensis	35.0	20.0					1	35.0	0.0
tepidibacillus fermentans	51.0	36.0	50.0		51.0	ThermoBase	3	50.666666666666664	1.0
tepidibacillus infernus	50.0	25.0	50.0		50.0	ThermoBase	3	50.0	0.0
tepidibacter formicigenes	45.0	35.0	45.0		45.0	ThermoBase	3	45.0	0.0
tepidibacter thalassicus	50.0	33.0	50.0		50.0	ThermoBase	3	50.0	0.0
tepidicaulis marinus	42.0	16.0		42.0	42.0	ThermoBase	3	42.0	0.0
tepidicella baoligensis	45.0	20.0		45.0	45.0	ThermoBase	3	45.0	0.0
tepidicella xavieri	45.0	25.0	45.0	45.0	45.0	BacDive;ThermoBase	4	45.0	0.0
tepidiforma bonchosmolovskayae	52.0	42.0		52.0	52.0	ThermoBase	3	52.0	0.0
tepidimicrobium ferriphilum	50.0	26.0	50.0		50.0	BacDive;ThermoBase	3	50.0	0.0
tepidimicrobium xylanilyticum	60.0	25.0	60.0		60.0	BacDive;ThermoBase	3	60.0	0.0
tepidimonas alkaliphilus	45.0	37.0		45.0	45.0	ThermoBase	3	45.0	0.0
tepidimonas aquatica			50.0				1	50.0	0.0
tepidimonas fonticaldi	55.0	35.0		55.0	55.0	ThermoBase	3	55.0	0.0
tepidimonas ignava	52.5	35.0	52.45	51.25	52.5	ThermoBase	4	52.175	1.25
tepidimonas sediminis	47.5	45.0		47.5	47.5	ThermoBase	3	47.5	0.0
tepidimonas taiwanensis	55.0	35.0		55.0	55.0	ThermoBase	3	55.0	0.0
tepidimonas thermarum	52.5	25.0	50.0	52.5	52.5	ThermoBase	4	51.875	2.5
tepidiphilus margaritifer	50.0	25.0	50.0		50.0	ThermoBase	3	50.0	0.0
tepidiphilus succinatimandens	55.0	35.0	55.0		55.0	BacDive;ThermoBase	3	55.0	0.0
tepidiphilus thermophilus	52.5	30.0	50.0		52.5	ThermoBase	3	51.666666666666664	2.5
tepidisphaera mucosa	48.5	20.0			48.5	ThermoBase	2	48.5	0.0
terasakiella brassicae	34.5	4.0		34.5			2	34.5	0.0
teredinibacter turnerae	32.5	20.0		32.5			2	32.5	0.0
teredinibacter turnerae_b				32.5			1	32.5	0.0
terrabacter aeriphilus					30.0	BacDive	1	30.0	0.0
terrabacter aerolatus			29.0		30.0	BacDive	2	29.5	1.0
terrabacter koreensis	29.0	20.0					1	29.0	0.0
terrabacter lapilli					28.0	BacDive	1	28.0	0.0
terrabacter terrigena					29.0	BacDive	1	29.0	0.0
terrabacter tumescens			26.5	28.6666666666667			2	27.58333333333335	2.1666666666667
terracidiphilus gabretensis	22.0	12.0		22.0	24.0	aciDB	3	22.666666666666668	2.0
