sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
staphylococcus capitis	35.0	18.0	35.0	34.666666666666664	35.0	Lyubetsky et al., 2020	4	34.916666666666664	0.3333333333333357
staphylococcus carnosus	35.0	15.0	36.0	35.0			3	35.333333333333336	1.0
staphylococcus cohnii			35.0	34.4285714285714			2	34.7142857142857	0.5714285714285978
staphylococcus condimenti			36.0				1	36.0	0.0
staphylococcus devriesei				31.5			1	31.5	0.0
staphylococcus epidermidis	33.5	15.0	35.5	33.36010144927537	33.5	Lyubetsky et al., 2020	4	33.96502536231884	2.139898550724631
staphylococcus equorum			34.0	35.25	30.0	Lyubetsky et al., 2020	3	33.083333333333336	5.25
staphylococcus fleurettii			36.0				1	36.0	0.0
staphylococcus haemolyticus	35.0	18.0	34.0	33.8009696969697	35.0	Lyubetsky et al., 2020	4	34.450242424242425	1.1990303030302982
staphylococcus hominis	35.0	20.0	33.0	33.32142857142856			3	33.77380952380952	2.0
staphylococcus hyicus	32.5	22.0		32.5	32.5	Lyubetsky et al., 2020	3	32.5	0.0
staphylococcus intermedius	35.0	15.0		35.5			2	35.25	0.5
staphylococcus kloosii			35.0	34.0			2	34.5	1.0
staphylococcus lugdunensis			36.0	34.639	35.0	Lyubetsky et al., 2020	3	35.213	1.360999999999997
staphylococcus lutrae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
staphylococcus massiliensis	33.5	25.0					1	33.5	0.0
staphylococcus muscae			36.0				1	36.0	0.0
staphylococcus nepalensis			36.0				1	36.0	0.0
staphylococcus pasteuri			34.0	31.6			2	32.8	2.3999999999999986
staphylococcus pettenkoferi				34.25			1	34.25	0.0
staphylococcus pseudintermedius			36.0	35.0			2	35.5	1.0
staphylococcus saprophyticus	31.5	10.0	35.0	32.0	31.5	Lyubetsky et al., 2020	4	32.5	3.5
staphylococcus simiae				33.0			1	33.0	0.0
staphylococcus simulans	32.5	15.0	35.5	33.25	32.5	Lyubetsky et al., 2020	4	33.4375	3.0
staphylococcus sp.			34.0				1	34.0	0.0
staphylococcus succinus				31.0	28.0	Lyubetsky et al., 2020	2	29.5	3.0
staphylococcus warneri	35.0	15.0	33.0	32.33322222222223	35.0	Lyubetsky et al., 2020	4	33.833305555555555	2.6667777777777673
staphylococcus warneri_a				33.5			1	33.5	0.0
staphylococcus xylosus			36.2		30.0	Lyubetsky et al., 2020	2	33.1	6.200000000000003
staphylothermus hellenicus	85.0	70.0	85.0	85.0	85.0	BacDive;ThermoBase	4	85.0	0.0
staphylothermus marinus	92.0	65.0	88.0	91.16666666666669	92.0	Lyubetsky et al., 2020;ThermoBase	4	90.79166666666667	4.0
stappia indica	31.0	4.0		31.0			2	31.0	0.0
stappia stellulata			26.0	26.0			2	26.0	0.0
stappia taiwanensis	27.5	10.0					1	27.5	0.0
starkeya koreensis	29.0	4.0					1	29.0	0.0
starkeya novella	27.5	10.0		27.25			2	27.375	0.25
starkeya sp.			26.0				1	26.0	0.0
stella humosa			29.0				1	29.0	0.0
stella vacuolata			29.0		28.0	BacDive	2	28.5	1.0
stenotrophobacter namibiensis	35.5	20.0					1	35.5	0.0
stenotrophobacter roseus	34.5	16.0					1	34.5	0.0
stenotrophobacter terrae	31.55	17.0					1	31.55	0.0
stenotrophomonas acidaminiphila	32.5	20.0	34.0	33.75			3	33.416666666666664	1.5
stenotrophomonas chelatiphaga	32.5	25.0		32.5			2	32.5	0.0
stenotrophomonas humi				26.0			1	26.0	0.0
stenotrophomonas koreensis			31.0	28.5			2	29.75	2.5
stenotrophomonas maltophilia			29.0	28.3333333333333			2	28.66666666666665	0.6666666666666998
stenotrophomonas maltophilia_f				35.0			1	35.0	0.0
stenotrophomonas sp.			31.0		15.27	aciDB	2	23.134999999999998	15.73
stenotrophomonas terrae			29.0	26.0			2	27.5	3.0
stenoxybacter acetivorans			29.0				1	29.0	0.0
steroidobacter agariperforans			3.0				1	3.0	0.0
steroidobacter denitrificans	29.0	20.0		29.0			2	29.0	0.0
sterolibacterium denitrificans	31.0	15.0					1	31.0	0.0
stetteria hydrogenophila	95.0	70.0	94.1		95.0	ThermoBase	3	94.7	0.9000000000000057
stigmatella aurantiaca				28.3333333333333			1	28.3333333333333	0.0
stigmatella erecta				28.0425531914894			1	28.0425531914894	0.0
stigonema ocellatum			20.0				1	20.0	0.0
streptacidiphilus albus					17.5	aciDB	1	17.5	0.0
streptacidiphilus carbonis					22.5	aciDB	1	22.5	0.0
streptacidiphilus durhamensis	26.0	10.0					1	26.0	0.0
streptacidiphilus jiangxiensis			29.0		25.0	aciDB	2	27.0	4.0
streptacidiphilus neutrinimicus					17.5	aciDB	1	17.5	0.0
streptacidiphilus torunensis	27.0	10.0					1	27.0	0.0
streptoalloteichus hindustanus	45.0	20.0	27.0	45.0	45.0	ThermoBase	4	40.5	18.0
streptoalloteichus sp.			26.0				1	26.0	0.0
streptoalloteichus tenebrarius			32.5				1	32.5	0.0
streptobacillus moniliformis					36.0	Lyubetsky et al., 2020	1	36.0	0.0
streptococcus agalactiae			32.0	34.6666666666667	37.0	Lyubetsky et al., 2020	3	34.555555555555564	5.0
streptococcus anginosus					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus caballi			36.0				1	36.0	0.0
streptococcus constellatus					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus cristatus					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus devriesei			34.0				1	34.0	0.0
streptococcus dysgalactiae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus equi					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus ferus	39.5	25.0		39.5			2	39.5	0.0
streptococcus gallolyticus					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus gordonii				20.0	37.0	Lyubetsky et al., 2020	2	28.5	17.0
streptococcus ictaluri				37.5			1	37.5	0.0
streptococcus infantarius			36.0	35.667	37.0	Lyubetsky et al., 2020	3	36.22233333333333	1.3329999999999984
streptococcus intermedius					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus lutetiensis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus macedonicus			26.0				1	26.0	0.0
streptococcus merionis				27.5			1	27.5	0.0
streptococcus minor	33.5	25.0		32.25			2	32.875	1.25
streptococcus mitis				36.3			1	36.3	0.0
streptococcus mutans				29.593			1	29.593	0.0
streptococcus oralis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus parasanguinis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus parauberis					36.0	Lyubetsky et al., 2020	1	36.0	0.0
streptococcus pasteurianus				37.667	37.0	Lyubetsky et al., 2020	2	37.3335	0.6670000000000016
streptococcus phocae			35.0				1	35.0	0.0
streptococcus pneumoniae				35.958	37.0	Lyubetsky et al., 2020	2	36.479	1.0420000000000016
streptococcus pyogenes				34.889	37.0	Lyubetsky et al., 2020	2	35.944500000000005	2.110999999999997
streptococcus salivarius				37.8888888888889	37.0	Lyubetsky et al., 2020	2	37.44444444444445	0.8888888888888999
streptococcus sanguinis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus sanguinis_c				20.0			1	20.0	0.0
streptococcus sp001556435				25.667			1	25.667	0.0
streptococcus suis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptococcus thermophilus			39.9	42.7915	40.0	ThermoBase	3	40.897166666666664	2.8915000000000006
streptococcus uberis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
streptohalobacillus salinus					37.0	BacDive	1	37.0	0.0
streptomonospora algeriensis	32.5	20.0					1	32.5	0.0
streptomonospora salina			29.0				1	29.0	0.0
streptomyces abyssalis	32.5	28.0		32.5			2	32.5	0.0
streptomyces acidiscabies				27.0			1	27.0	0.0
streptomyces acidomyceticus			26.0				1	26.0	0.0
streptomyces acidoresistans			26.0				1	26.0	0.0
streptomyces actuosus			26.0				1	26.0	0.0
streptomyces adephospholyticus			26.0				1	26.0	0.0
streptomyces afghaniensis			27.0				1	27.0	0.0
streptomyces aizunensis			26.0				1	26.0	0.0
streptomyces akiyoshiensis			26.0				1	26.0	0.0
streptomyces alanosinicus			27.0				1	27.0	0.0
streptomyces albaduncus			27.0				1	27.0	0.0
streptomyces albidoflavus			26.0				1	26.0	0.0
streptomyces albireticuli			27.0				1	27.0	0.0
streptomyces alboflavus			26.0				1	26.0	0.0
streptomyces albohelvatus			26.0				1	26.0	0.0
streptomyces alboniger			27.0				1	27.0	0.0
streptomyces albospinus			27.0				1	27.0	0.0
streptomyces albovinaceus			26.0				1	26.0	0.0
streptomyces albulus			27.0				1	27.0	0.0
streptomyces albus				28.3548387096774	27.5	Lyubetsky et al., 2020	2	27.927419354838698	0.8548387096773986
streptomyces alkaliphilus	32.5	25.0					1	32.5	0.0
streptomyces alkalithermotolerans	29.0	16.0					1	29.0	0.0
streptomyces alni			27.0				1	27.0	0.0
streptomyces althioticus			27.0				1	27.0	0.0
streptomyces amakusaensis			27.0				1	27.0	0.0
streptomyces ambofaciens				27.3333333333333			1	27.3333333333333	0.0
streptomyces amphibiosporus			26.0				1	26.0	0.0
streptomyces amritsarensis	26.0	12.0		26.0			2	26.0	0.0
streptomyces anandii			27.0				1	27.0	0.0
streptomyces anthocyanicus			26.5				1	26.5	0.0
streptomyces antibioticus			26.0				1	26.0	0.0
streptomyces antifibrinolyticus			26.0				1	26.0	0.0
streptomyces antimycoticus			27.0				1	27.0	0.0
streptomyces anulatus			26.5				1	26.5	0.0
streptomyces aomiensis	26.5	15.0					1	26.5	0.0
streptomyces argillaceus			26.0				1	26.0	0.0
streptomyces armeniacus			27.0				1	27.0	0.0
streptomyces aspergilloides			26.0				1	26.0	0.0
streptomyces atratus			27.0				1	27.0	0.0
streptomyces atrofaciens			26.0				1	26.0	0.0
streptomyces atroolivaceus			27.0				1	27.0	0.0
streptomyces aurantiacus			26.0				1	26.0	0.0
streptomyces aureocirculatus			26.5				1	26.5	0.0
streptomyces aureomonopodiales			26.0				1	26.0	0.0
streptomyces aureoverticillatus			26.5				1	26.5	0.0
streptomyces aureus			27.0				1	27.0	0.0
streptomyces aurigineus			26.0				1	26.0	0.0
streptomyces avermitilis			27.0	27.9	32.5	Lyubetsky et al., 2020	3	29.133333333333336	5.5
streptomyces avidinii				27.3333333333333			1	27.3333333333333	0.0
streptomyces axinellae			29.0				1	29.0	0.0
streptomyces azureus			27.0				1	27.0	0.0
streptomyces bacillaris			26.0				1	26.0	0.0
streptomyces badius			27.0				1	27.0	0.0
streptomyces bambusae	29.0	10.0					1	29.0	0.0
streptomyces beijiangensis	14.0	0.0	29.0				2	21.5	15.0
streptomyces bellus			27.0				1	27.0	0.0
streptomyces bicolor			26.0				1	26.0	0.0
streptomyces bluensis			27.0				1	27.0	0.0
streptomyces bobili			26.5				1	26.5	0.0
streptomyces boninensis	26.0	10.0					1	26.0	0.0
streptomyces bottropensis				26.0			1	26.0	0.0
streptomyces brasiliensis			27.0				1	27.0	0.0
streptomyces brunneogriseus			26.0				1	26.0	0.0
streptomyces bullii			31.0				1	31.0	0.0
streptomyces cacaoi			26.5				1	26.5	0.0
streptomyces caelestis			27.0				1	27.0	0.0
streptomyces caesius			26.0				1	26.0	0.0
streptomyces caespitosus			26.0				1	26.0	0.0
streptomyces calidiresistens	41.0	28.0			41.0	ThermoBase	2	41.0	0.0
streptomyces californicus			26.0				1	26.0	0.0
streptomyces canadensis			26.0				1	26.0	0.0
streptomyces canalis	31.0	16.0					1	31.0	0.0
streptomyces canarius			27.0				1	27.0	0.0
streptomyces candidus			27.0				1	27.0	0.0
streptomyces canescens			26.0				1	26.0	0.0
streptomyces caniferus			27.0				1	27.0	0.0
streptomyces canus			27.0				1	27.0	0.0
streptomyces capoamus			27.0				1	27.0	0.0
streptomyces capuensis			26.0				1	26.0	0.0
streptomyces carnosus			26.0				1	26.0	0.0
streptomyces carpaticus			27.0				1	27.0	0.0
streptomyces carpinensis			27.0				1	27.0	0.0
streptomyces carzinostaticus			26.0				1	26.0	0.0
streptomyces castelarensis			27.0				1	27.0	0.0
streptomyces cattleya			27.0	26.0			2	26.5	1.0
streptomyces cellostaticus			27.0				1	27.0	0.0
streptomyces celluloflavus			27.0				1	27.0	0.0
streptomyces cellulosae			27.0				1	27.0	0.0
streptomyces cerasinus	33.5	20.0					1	33.5	0.0
streptomyces chattanoogensis			27.0				1	27.0	0.0
streptomyces chrestomyceticus			26.5				1	26.5	0.0
streptomyces chromofuscus			26.5				1	26.5	0.0
streptomyces chromogenus			26.0				1	26.0	0.0
streptomyces chryseus			26.5				1	26.5	0.0
streptomyces cinereoruber			27.0				1	27.0	0.0
streptomyces cinereospinus			27.0				1	27.0	0.0
streptomyces cinereus			31.0				1	31.0	0.0
streptomyces cinerochromogenes			27.0				1	27.0	0.0
streptomyces cinnabarinus			26.5				1	26.5	0.0
streptomyces cinnamonensis			27.0				1	27.0	0.0
streptomyces cinnamoneus			27.0				1	27.0	0.0
streptomyces cirratus			27.0				1	27.0	0.0
streptomyces ciscaucasicus			27.0				1	27.0	0.0
streptomyces citreus			26.0				1	26.0	0.0
streptomyces citricolor			26.0				1	26.0	0.0
streptomyces coelescens			26.5				1	26.5	0.0
streptomyces coeliatus			26.0				1	26.0	0.0
streptomyces coelicolor			26.0				1	26.0	0.0
streptomyces coerulatus			26.0				1	26.0	0.0
streptomyces coeruleofuscus			26.5				1	26.5	0.0
streptomyces coeruleoprunus			27.0				1	27.0	0.0
streptomyces coeruleorubidus			26.5				1	26.5	0.0
streptomyces coerulescens			27.0				1	27.0	0.0
streptomyces conglobatus			26.0				1	26.0	0.0
streptomyces coralus			26.0				1	26.0	0.0
streptomyces corchorusii			27.0				1	27.0	0.0
streptomyces coriofaciens			26.0				1	26.0	0.0
streptomyces craterifer			26.0				1	26.0	0.0
streptomyces cremeus			27.0				1	27.0	0.0
streptomyces curacoi			27.0				1	27.0	0.0
streptomyces cuspidosporus			27.0				1	27.0	0.0
streptomyces cyaneofuscatus			26.5				1	26.5	0.0
streptomyces cyaneogriseus			26.0				1	26.0	0.0
streptomyces cyaneus			27.0				1	27.0	0.0
streptomyces cyanocolor			26.0				1	26.0	0.0
streptomyces cyanogenus			26.0				1	26.0	0.0
streptomyces cyanoglomerus			26.0				1	26.0	0.0
streptomyces cyslabdanicus	24.0	12.0					1	24.0	0.0
streptomyces daghestanicus			26.5				1	26.5	0.0
streptomyces deccanensis	40.0	28.0			40.0	ThermoBase	2	40.0	0.0
streptomyces decoyicus			29.0				1	29.0	0.0
streptomyces diastaticus			26.0	29.0			2	27.5	3.0
streptomyces diastatochromogenes			27.0				1	27.0	0.0
streptomyces djakartensis			27.0				1	27.0	0.0
streptomyces drozdowiczii			29.0				1	29.0	0.0
streptomyces durhamensis			27.0				1	27.0	0.0
streptomyces echinatus			27.0				1	27.0	0.0
streptomyces ederensis			27.0				1	27.0	0.0
streptomyces endophyticus	24.0	10.0					1	24.0	0.0
streptomyces endus			27.0				1	27.0	0.0
streptomyces enissocaesilis			27.0				1	27.0	0.0
streptomyces erythrogriseus			27.0				1	27.0	0.0
streptomyces eurocidicus			27.0				1	27.0	0.0
streptomyces europaeiscabiei			29.0				1	29.0	0.0
streptomyces eurythermus			27.0				1	27.0	0.0
streptomyces fasiculatus			26.0				1	26.0	0.0
streptomyces ferrugineus	32.0	15.0		32.0			2	32.0	0.0
streptomyces filamentosus			27.0	27.0			2	27.0	0.0
streptomyces fimbriatus			27.0				1	27.0	0.0
streptomyces finlayi			26.0				1	26.0	0.0
streptomyces flaveus			33.0				1	33.0	0.0
streptomyces flavidovirens			27.0				1	27.0	0.0
streptomyces flavochromogenes			26.0				1	26.0	0.0
streptomyces flavofungini			27.0				1	27.0	0.0
streptomyces flavogriseus			27.0				1	27.0	0.0
streptomyces flavotricini			26.5				1	26.5	0.0
streptomyces flavovariabilis			27.0				1	27.0	0.0
streptomyces flavovirens			26.0				1	26.0	0.0
streptomyces flavoviridis			27.0				1	27.0	0.0
streptomyces flocculus			27.0				1	27.0	0.0
streptomyces fradiae			27.0				1	27.0	0.0
streptomyces fragilis			27.0				1	27.0	0.0
streptomyces fulvoviolaceus			26.0				1	26.0	0.0
streptomyces fulvoviridis			26.0				1	26.0	0.0
streptomyces fumanus			27.0				1	27.0	0.0
streptomyces fumigatiscleroticus			27.0				1	27.0	0.0
streptomyces fungicidicus			26.0				1	26.0	0.0
streptomyces galbus			27.0				1	27.0	0.0
streptomyces galilaeus			26.0				1	26.0	0.0
streptomyces galtieri			26.0				1	26.0	0.0
streptomyces gangtokensis			26.0				1	26.0	0.0
streptomyces gannmycicus			26.0				1	26.0	0.0
streptomyces gardneri			27.0				1	27.0	0.0
streptomyces gedanensis			26.0				1	26.0	0.0
streptomyces gelaticus			26.5				1	26.5	0.0
streptomyces geysiriensis			27.0				1	27.0	0.0
streptomyces ghanaensis			27.0				1	27.0	0.0
streptomyces gibsonii			26.0				1	26.0	0.0
streptomyces gilvosporeus			26.0				1	26.0	0.0
streptomyces glaucescens			26.0				1	26.0	0.0
streptomyces glaucosporus			34.0				1	34.0	0.0
streptomyces glaucus			27.0				1	27.0	0.0
streptomyces globisporus			26.0				1	26.0	0.0
streptomyces glomeroaurantiacus			26.5				1	26.5	0.0
streptomyces glycovorans	32.5	12.0					1	32.5	0.0
streptomyces goshikiensis			27.0				1	27.0	0.0
streptomyces gougerotii			27.0				1	27.0	0.0
streptomyces griseoaurantiacus			26.5				1	26.5	0.0
streptomyces griseochromogenes			27.0				1	27.0	0.0
streptomyces griseoflavus			27.0	26.0			2	26.5	1.0
streptomyces griseofuscus			27.0				1	27.0	0.0
streptomyces griseoincarnatus			26.5				1	26.5	0.0
streptomyces griseoloalbus			26.5				1	26.5	0.0
streptomyces griseoluteus			27.0				1	27.0	0.0
streptomyces griseomycini			26.5				1	26.5	0.0
streptomyces griseoplanus			27.0				1	27.0	0.0
streptomyces griseoroseus			26.0				1	26.0	0.0
streptomyces griseorubens			27.0				1	27.0	0.0
streptomyces griseoruber			27.0				1	27.0	0.0
streptomyces griseorubiginosus			26.5				1	26.5	0.0
streptomyces griseosporeus			27.0				1	27.0	0.0
streptomyces griseostramineus			26.5				1	26.5	0.0
streptomyces griseoviridis			27.0				1	27.0	0.0
streptomyces griseus			26.0	28.0526315789474			2	27.0263157894737	2.0526315789473983
streptomyces gulbargensis	40.5	28.0			40.5	ThermoBase	2	40.5	0.0
streptomyces haliclonae	27.5	15.0		27.5			2	27.5	0.0
streptomyces hawaiiensis			27.0				1	27.0	0.0
streptomyces hebeiensis			29.0				1	29.0	0.0
streptomyces heilongjiangensis			27.0				1	27.0	0.0
streptomyces heimi			26.0				1	26.0	0.0
streptomyces helvaticus			26.5				1	26.5	0.0
streptomyces heteromorphus			26.0				1	26.0	0.0
streptomyces himastatinicus			26.0				1	26.0	0.0
streptomyces hiroshimensis			27.0				1	27.0	0.0
streptomyces hirsutus			27.0				1	27.0	0.0
streptomyces horton			26.0				1	26.0	0.0
streptomyces humi	32.0	24.0		32.0			2	32.0	0.0
streptomyces humidus			27.0				1	27.0	0.0
streptomyces humiferus			27.0				1	27.0	0.0
streptomyces hydrogenans			27.0				1	27.0	0.0
streptomyces hygroatrocyaneus			26.0				1	26.0	0.0
streptomyces hygroscopicus			26.5				1	26.5	0.0
streptomyces indiaensis	28.5	14.0					1	28.5	0.0
streptomyces indicus			27.0				1	27.0	0.0
streptomyces indigocolor			26.0				1	26.0	0.0
streptomyces indigoferus			27.0				1	27.0	0.0
streptomyces intermedius			26.5				1	26.5	0.0
streptomyces inusitatus			27.0				1	27.0	0.0
streptomyces ipomoeae			27.0				1	27.0	0.0
streptomyces janthinus			26.5				1	26.5	0.0
streptomyces jumonjinensis			26.0				1	26.0	0.0
streptomyces kagawaensis			26.0				1	26.0	0.0
streptomyces kanamyceticus			27.0				1	27.0	0.0
streptomyces kaniharaensis			26.0				1	26.0	0.0
streptomyces karnatakensis			26.0				1	26.0	0.0
streptomyces kashimirensis			27.0				1	27.0	0.0
streptomyces kasugaensis			27.0				1	27.0	0.0
streptomyces kasugaspinus			26.0				1	26.0	0.0
streptomyces katrae			27.0				1	27.0	0.0
streptomyces kitasatoensis			26.0				1	26.0	0.0
streptomyces klenkii	32.5	28.0		32.5			2	32.5	0.0
streptomyces kobenensis			26.0				1	26.0	0.0
streptomyces krainskii			26.0				1	26.0	0.0
streptomyces kunmingensis			27.0				1	27.0	0.0
streptomyces kurssanovii			26.5				1	26.5	0.0
streptomyces lactacystinicus	24.0	15.0					1	24.0	0.0
streptomyces laeteviolaceus			26.0				1	26.0	0.0
streptomyces lanatus			27.0				1	27.0	0.0
streptomyces lasaliensis			26.0				1	26.0	0.0
streptomyces lateritius			27.0				1	27.0	0.0
streptomyces laurentii			27.0				1	27.0	0.0
streptomyces lavendofoliae			26.5				1	26.5	0.0
streptomyces lavendulae			26.5				1	26.5	0.0
streptomyces lavenduligriseus			27.0				1	27.0	0.0
streptomyces lavendulocolor			27.0				1	27.0	0.0
streptomyces lazureus			26.0				1	26.0	0.0
streptomyces levis			27.0				1	27.0	0.0
streptomyces levoris			26.0				1	26.0	0.0
streptomyces libani			27.0				1	27.0	0.0
streptomyces lienomycini			27.0				1	27.0	0.0
streptomyces litmocidini			27.0				1	27.0	0.0
streptomyces litmocolor			26.0				1	26.0	0.0
streptomyces lividans			26.0				1	26.0	0.0
streptomyces lividoclavatus			26.0				1	26.0	0.0
streptomyces lividus			26.0				1	26.0	0.0
streptomyces lomondensis			27.0				1	27.0	0.0
streptomyces longisporoflavus			27.0				1	27.0	0.0
streptomyces longispororuber			27.0				1	27.0	0.0
streptomyces longisporus			26.5				1	26.5	0.0
streptomyces longissimus			26.0				1	26.0	0.0
streptomyces longwoodensis			27.0				1	27.0	0.0
streptomyces lucensis			27.0				1	27.0	0.0
streptomyces lunaelactis	23.0	10.0		23.0			2	23.0	0.0
streptomyces luridus			27.0				1	27.0	0.0
streptomyces lusitanus			27.0				1	27.0	0.0
streptomyces luteireticuli			26.0				1	26.0	0.0
streptomyces luteocolor			26.0				1	26.0	0.0
streptomyces luteogriseus			26.0	26.5			2	26.25	0.5
streptomyces luteolutescens			26.0				1	26.0	0.0
streptomyces luteosporeus			32.0				1	32.0	0.0
streptomyces lydicus			27.0				1	27.0	0.0
streptomyces lysosuperificus			26.0				1	26.0	0.0
streptomyces macromomyceticus			26.0				1	26.0	0.0
streptomyces macrosporeus			26.0				1	26.0	0.0
streptomyces macrosporus			42.0				1	42.0	0.0
streptomyces malachiticus			26.0				1	26.0	0.0
streptomyces malachitofuscus			26.5				1	26.5	0.0
streptomyces malachitorectus			26.0				1	26.0	0.0
streptomyces malayensis			26.0				1	26.0	0.0
streptomyces marinus	26.5	20.0					1	26.5	0.0
streptomyces marokkonensis	29.0	15.0		29.0			2	29.0	0.0
streptomyces massasporeus			27.0				1	27.0	0.0
streptomyces matensis			27.0				1	27.0	0.0
streptomyces mauvecolor			27.0				1	27.0	0.0
streptomyces megasporus			43.0	45.0			2	44.0	2.0
streptomyces melanogenes			27.0				1	27.0	0.0
streptomyces michiganensis			27.0				1	27.0	0.0
streptomyces microflavus			26.5	28.25			2	27.375	1.75
streptomyces miharaensis			26.0				1	26.0	0.0
streptomyces minoensis			26.0				1	26.0	0.0
streptomyces minutiscleroticus			27.0				1	27.0	0.0
streptomyces mirabilis			27.0				1	27.0	0.0
streptomyces misawanensis			26.0				1	26.0	0.0
streptomyces misionensis			27.0				1	27.0	0.0
streptomyces mobaraensis			27.0				1	27.0	0.0
streptomyces moderatus			26.0				1	26.0	0.0
streptomyces murayamaensis			26.0				1	26.0	0.0
streptomyces mutabilis			27.0				1	27.0	0.0
streptomyces mutomycini			27.0				1	27.0	0.0
streptomyces mycarofaciens			26.0				1	26.0	0.0
streptomyces myxogenes			26.0				1	26.0	0.0
streptomyces naganishii			27.0				1	27.0	0.0
streptomyces nanhaiensis	32.5	10.0					1	32.5	0.0
streptomyces naraensis			26.0				1	26.0	0.0
streptomyces narbonensis			27.0				1	27.0	0.0
streptomyces nashvillensis			27.0				1	27.0	0.0
streptomyces natalensis			26.0				1	26.0	0.0
streptomyces neyagawaensis			27.0				1	27.0	0.0
streptomyces nigellus			26.0				1	26.0	0.0
streptomyces niger			27.0				1	27.0	0.0
streptomyces nigrescens			27.0				1	27.0	0.0
streptomyces nitrosporeus			27.0				1	27.0	0.0
streptomyces niveoruber			27.0				1	27.0	0.0
streptomyces nobilis			26.0				1	26.0	0.0
streptomyces noboritoensis			27.0				1	27.0	0.0
streptomyces nodosus			27.0				1	27.0	0.0
streptomyces nogalater			27.0				1	27.0	0.0
streptomyces nojiriensis			27.0				1	27.0	0.0
streptomyces noursei			27.0				1	27.0	0.0
streptomyces novaecaesareae			27.0				1	27.0	0.0
streptomyces ochraceiscleroticus			27.0				1	27.0	0.0
streptomyces odorifer			26.0				1	26.0	0.0
streptomyces olivaceiscleroticus			27.0				1	27.0	0.0
streptomyces olivaceoviridis			26.5				1	26.5	0.0
streptomyces olivaceus			27.0				1	27.0	0.0
streptomyces olivicoloratus	29.0	15.0					1	29.0	0.0
streptomyces olivochromogenes			26.5				1	26.5	0.0
streptomyces olivogriseus			26.0				1	26.0	0.0
streptomyces olivoverticillatus			27.0				1	27.0	0.0
streptomyces olivoviridis			26.0				1	26.0	0.0
streptomyces omiyaensis			27.0				1	27.0	0.0
streptomyces orinoci			27.0				1	27.0	0.0
streptomyces oryzae	27.5	14.0					1	27.5	0.0
streptomyces ostreogriseus			26.0				1	26.0	0.0
streptomyces owasiensis			26.0				1	26.0	0.0
streptomyces pactum			27.0				1	27.0	0.0
streptomyces padanus			26.0				1	26.0	0.0
streptomyces pallidus			26.0				1	26.0	0.0
streptomyces palmae	32.5	15.0		32.5			2	32.5	0.0
streptomyces panayensis			26.0				1	26.0	0.0
streptomyces paradoxus			27.0				1	27.0	0.0
streptomyces parvulus			27.0				1	27.0	0.0
streptomyces parvus			27.0				1	27.0	0.0
streptomyces paucisporogenes			26.0				1	26.0	0.0
streptomyces pentaticus			26.0				1	26.0	0.0
streptomyces peruviensis			26.0				1	26.0	0.0
streptomyces peucetius			27.0				1	27.0	0.0
streptomyces phaeochromogenes			27.0				1	27.0	0.0
streptomyces phaeofaciens			27.0				1	27.0	0.0
streptomyces phaeopurpureus			27.0				1	27.0	0.0
streptomyces phaeoverticillatus			27.0				1	27.0	0.0
streptomyces pharetrae			29.0				1	29.0	0.0
streptomyces platensis			27.0				1	27.0	0.0
streptomyces plicatus			27.0				1	27.0	0.0
streptomyces pluricolorescens			27.0				1	27.0	0.0
streptomyces polychromogenes			27.0				1	27.0	0.0
streptomyces polymachus	29.0	10.0					1	29.0	0.0
streptomyces poonensis			27.0				1	27.0	0.0
streptomyces prasinopilosus			27.0				1	27.0	0.0
streptomyces prasinosporus			27.0				1	27.0	0.0
streptomyces prasinus			27.0				1	27.0	0.0
streptomyces pristinaespiralis			26.0				1	26.0	0.0
streptomyces prunicolor			27.0				1	27.0	0.0
streptomyces pseudoechinosporeus			27.0				1	27.0	0.0
streptomyces pseudogriseolus			27.0				1	27.0	0.0
streptomyces pseudovenezuelae			27.0				1	27.0	0.0
streptomyces pulcher			26.0				1	26.0	0.0
streptomyces pulveraceus			27.0				1	27.0	0.0
streptomyces puniceus			27.0				1	27.0	0.0
streptomyces puniciscabiei					30.0	aciDB	1	30.0	0.0
streptomyces purpureus			27.0				1	27.0	0.0
streptomyces purpurogeneiscleroticus			27.0				1	27.0	0.0
streptomyces pyridomyceticus			26.0				1	26.0	0.0
streptomyces radiopugnans				35.0			1	35.0	0.0
